reaction	enzyme	gene
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcJ	dgcZ
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcN	dgcM
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcC	dgcM
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcM	dgcM
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcZ	dgcM
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	probable diguanylate cyclase DgcT	dgcM
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DosC	dgcM
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcP	dgcM
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcE	dgcM
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcQ	dgcM
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcJ	dgcM
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcN	dgcC
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcC	dgcC
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcM	dgcC
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcZ	dgcC
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	probable diguanylate cyclase DgcT	dgcC
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DosC	dgcC
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcP	dgcC
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcE	dgcC
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcQ	dgcC
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcJ	dgcC
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcN	dgcN
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcC	dgcN
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcM	dgcN
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcZ	dgcN
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	probable diguanylate cyclase DgcT	dgcN
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DosC	dgcN
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcP	dgcN
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcE	dgcN
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcQ	dgcN
2 GTP  ->  cyclic di-3',5'-guanylate + 2 diphosphate	diguanylate cyclase DgcJ	dgcN
DNA containing a recognition site + n GTP + n + 1 H2O  ->  cleaved DNA + n GDP + n phosphate	McrBC restriction endonuclease	mcrB
DNA containing a recognition site + n GTP + n + 1 H2O  ->  cleaved DNA + n GDP + n phosphate	McrBC restriction endonuclease	mcrC
a [biotin carboxyl-carrier-protein dimer]-N6-biotinyl-L-lysine + hydrogen carbonate + ATP  ->  a [carboxyl-carrier protein dimer]-N6-carboxybiotinyl-L-lysine + ADP + phosphate + H+	biotin carboxylase	accC
ATP + a [protein]-L-tyrosine  ->  ADP + a [protein]-L-tyrosine phosphate + H+	protein-tyrosine kinase Wzc	etk
ATP + a [protein]-L-tyrosine  ->  ADP + a [protein]-L-tyrosine phosphate + H+	protein-tyrosine kinase Etk	etk
ATP + a [protein]-L-tyrosine  ->  ADP + a [protein]-L-tyrosine phosphate + H+	protein-tyrosine kinase Wzc	wzc
ATP + a [protein]-L-tyrosine  ->  ADP + a [protein]-L-tyrosine phosphate + H+	protein-tyrosine kinase Etk	wzc
GTP + an [RNA ligase]-L-histidine  ->  an [RNA ligase]-Ntau-(5'-guanosyl-phosphono)-L-histidine + diphosphate	RNA-splicing ligase	rtcB
L-tyrosine + ATP + H+  ->  (L-tryrosyl)adenylate + diphosphate	phenylalanine&mdash	tyrS
L-tyrosine + ATP + H+  ->  (L-tryrosyl)adenylate + diphosphate	tRNA ligase	tyrS
L-tyrosine + ATP + H+  ->  (L-tryrosyl)adenylate + diphosphate	tyrosine&mdash	tyrS
L-tyrosine + ATP + H+  ->  (L-tryrosyl)adenylate + diphosphate	tRNA ligase	tyrS
L-tyrosine + ATP + H+  ->  (L-tryrosyl)adenylate + diphosphate	phenylalanine&mdash	pheS
L-tyrosine + ATP + H+  ->  (L-tryrosyl)adenylate + diphosphate	tRNA ligase	pheS
L-tyrosine + ATP + H+  ->  (L-tryrosyl)adenylate + diphosphate	tyrosine&mdash	pheS
L-tyrosine + ATP + H+  ->  (L-tryrosyl)adenylate + diphosphate	tRNA ligase	pheS
L-tyrosine + ATP + H+  ->  (L-tryrosyl)adenylate + diphosphate	phenylalanine&mdash	pheT
L-tyrosine + ATP + H+  ->  (L-tryrosyl)adenylate + diphosphate	tRNA ligase	pheT
L-tyrosine + ATP + H+  ->  (L-tryrosyl)adenylate + diphosphate	tyrosine&mdash	pheT
L-tyrosine + ATP + H+  ->  (L-tryrosyl)adenylate + diphosphate	tRNA ligase	pheT
pseudouridine + ATP  ->  pseudouridine 5'-phosphate + ADP + H+	putative pseudouridine kinase	psuK
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	alanine&mdash	entB
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	tRNA ligase	entB
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	DNA-binding transcriptional repressor	entB
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	threonine&mdash	entB
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	tRNA ligase	entB
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	serine&mdash	entB
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	tRNA ligase	entB
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	holo-EntB dimer	entB
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	phosphopantetheinyl transferase EntD	entB
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	holo [EntF peptidyl-carrier protein]	entB
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	2	entB
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	3-dihydroxybenzoate-[aryl-carrier protein] ligase	entB
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	<i>holo<	entB
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	i> [EntF peptidyl-carrier protein]	entB
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	alanine&mdash	entD
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	tRNA ligase	entD
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	DNA-binding transcriptional repressor	entD
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	threonine&mdash	entD
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	tRNA ligase	entD
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	serine&mdash	entD
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	tRNA ligase	entD
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	holo-EntB dimer	entD
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	phosphopantetheinyl transferase EntD	entD
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	holo [EntF peptidyl-carrier protein]	entD
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	2	entD
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	3-dihydroxybenzoate-[aryl-carrier protein] ligase	entD
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	<i>holo<	entD
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	i> [EntF peptidyl-carrier protein]	entD
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	alanine&mdash	entF
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	tRNA ligase	entF
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	DNA-binding transcriptional repressor	entF
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	threonine&mdash	entF
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	tRNA ligase	entF
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	serine&mdash	entF
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	tRNA ligase	entF
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	holo-EntB dimer	entF
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	phosphopantetheinyl transferase EntD	entF
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	holo [EntF peptidyl-carrier protein]	entF
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	2	entF
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	3-dihydroxybenzoate-[aryl-carrier protein] ligase	entF
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	<i>holo<	entF
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	i> [EntF peptidyl-carrier protein]	entF
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	alanine&mdash	entE
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	tRNA ligase	entE
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	DNA-binding transcriptional repressor	entE
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	threonine&mdash	entE
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	tRNA ligase	entE
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	serine&mdash	entE
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	tRNA ligase	entE
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	holo-EntB dimer	entE
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	phosphopantetheinyl transferase EntD	entE
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	holo [EntF peptidyl-carrier protein]	entE
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	2	entE
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	3-dihydroxybenzoate-[aryl-carrier protein] ligase	entE
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	<i>holo<	entE
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	i> [EntF peptidyl-carrier protein]	entE
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	alanine&mdash	serS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	tRNA ligase	serS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	DNA-binding transcriptional repressor	serS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	threonine&mdash	serS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	tRNA ligase	serS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	serine&mdash	serS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	tRNA ligase	serS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	holo-EntB dimer	serS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	phosphopantetheinyl transferase EntD	serS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	holo [EntF peptidyl-carrier protein]	serS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	2	serS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	3-dihydroxybenzoate-[aryl-carrier protein] ligase	serS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	<i>holo<	serS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	i> [EntF peptidyl-carrier protein]	serS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	alanine&mdash	thrS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	tRNA ligase	thrS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	DNA-binding transcriptional repressor	thrS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	threonine&mdash	thrS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	tRNA ligase	thrS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	serine&mdash	thrS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	tRNA ligase	thrS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	holo-EntB dimer	thrS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	phosphopantetheinyl transferase EntD	thrS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	holo [EntF peptidyl-carrier protein]	thrS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	2	thrS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	3-dihydroxybenzoate-[aryl-carrier protein] ligase	thrS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	<i>holo<	thrS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	i> [EntF peptidyl-carrier protein]	thrS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	alanine&mdash	alaS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	tRNA ligase	alaS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	DNA-binding transcriptional repressor	alaS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	threonine&mdash	alaS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	tRNA ligase	alaS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	serine&mdash	alaS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	tRNA ligase	alaS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	holo-EntB dimer	alaS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	phosphopantetheinyl transferase EntD	alaS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	holo [EntF peptidyl-carrier protein]	alaS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	2	alaS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	3-dihydroxybenzoate-[aryl-carrier protein] ligase	alaS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	<i>holo<	alaS
L-serine + ATP + H+  ->  (L-seryl)adenylate + diphosphate	i> [EntF peptidyl-carrier protein]	alaS
3'-dephospho-CoA + ATP  ->  2'-(5''-triphospho-alpha-D-ribosyl)-3'-dephospho-CoA + adenine	triphosphoribosyl-dephospho-CoA synthase	citG
2 GTP + bis(molybdenum cofactor) + 2 H+  ->  bis(guanylyl molybdopterin) cofactor + 2 diphosphate	molybdenum cofactor guanylyltransferase	mobA
AMP + ATP  <-->  2 ADP	adenylate kinase	adk
alpha-Hep-(1->3)-alpha-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A (E. coli) + ATP  ->  alpha-Hep-(1->3)-4-O-phospho-alpha-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A (E. coli) + ADP + H+	lipopolysaccharide core heptose (I) kinase	waaP
ATP + 5-phospho-beta-D-ribosylamine + glycine  ->  ADP + N1-(5-phospho-beta-D-ribosyl)glycinamide + phosphate + H+	phosphoribosylamine--glycine ligase	purD
1-(beta-D ribofuranosyl)nicotinamide + ATP  ->  beta-nicotinamide D-ribonucleotide + ADP + H+	DNA-binding transcriptional repressor	nadR
1-(beta-D ribofuranosyl)nicotinamide + ATP  ->  beta-nicotinamide D-ribonucleotide + ADP + H+	NMN adenylyltransferase NadR	nadR
L-glutamine + ATP + H+  ->  (L-glutaminyl)adenylate + diphosphate	glutamine&mdash	glnS
L-glutamine + ATP + H+  ->  (L-glutaminyl)adenylate + diphosphate	tRNA ligase	glnS
ATP + (R)-lipoate + H+  ->  [(R)-lipoyl]adenylate + diphosphate	lipoate&mdash	lplA
ATP + (R)-lipoate + H+  ->  [(R)-lipoyl]adenylate + diphosphate	protein ligase A	lplA
8-oxo-dGTP + H2O  ->  8-oxo-dGMP + diphosphate + H+	8-oxo-dGTP diphosphatase	mutT
ATP + D-gluconate  ->  ADP + D-gluconate 6-phosphate + H+	D-gluconate kinase	idnK
ATP + D-gluconate  ->  ADP + D-gluconate 6-phosphate + H+	thermostable	idnK
ATP + D-gluconate  ->  ADP + D-gluconate 6-phosphate + H+	D-gluconate kinase	idnK
ATP + D-gluconate  ->  ADP + D-gluconate 6-phosphate + H+	thermosensitive	idnK
ATP + D-gluconate  ->  ADP + D-gluconate 6-phosphate + H+	D-gluconate kinase	gntK
ATP + D-gluconate  ->  ADP + D-gluconate 6-phosphate + H+	thermostable	gntK
ATP + D-gluconate  ->  ADP + D-gluconate 6-phosphate + H+	D-gluconate kinase	gntK
ATP + D-gluconate  ->  ADP + D-gluconate 6-phosphate + H+	thermosensitive	gntK
ATP + nicotinate adenine dinucleotide + L-glutamine + H2O  ->  AMP + L-glutamate + NAD+ + diphosphate + H+		
adenosylcobinamide + ATP  ->  adenosyl-cobinamide phosphate + ADP + H+	cobinamide-P guanylyltransferase	cobU
adenosylcobinamide + ATP  ->  adenosyl-cobinamide phosphate + ADP + H+	cobinamide kinase	cobU
ATP + pyridoxamine  ->  ADP + pyridoxamine 5'-phosphate + H+	pyridoxal kinase 1	pdxK
ATP + pyridoxamine  ->  ADP + pyridoxamine 5'-phosphate + H+	hydroxymethylpyrimidine kinase	pdxK
ATP + dGMP  <-->  ADP + dGDP	guanylate kinase	gmk
palmitate + coenzyme A + ATP  ->  palmitoyl-CoA + AMP + diphosphate	long-chain-fatty-acid&mdash	
palmitate + coenzyme A + ATP  ->  palmitoyl-CoA + AMP + diphosphate	CoA ligase	
D-glycero-D-manno-heptose 7-phosphate + ATP  ->  D-glycero-beta-D-manno-heptose 1,7-bisphosphate + ADP + H+	fused heptose 7-phosphate kinase	hldE
D-glycero-D-manno-heptose 7-phosphate + ATP  ->  D-glycero-beta-D-manno-heptose 1,7-bisphosphate + ADP + H+	heptose 1-phosphate adenyltransferase	hldE
GTP  ->  3',5'-cyclic GMP + diphosphate	guanylate cyclase	
L-isoleucine + ATP + H+  ->  (L-isoleucyl)adenylate + diphosphate	isoleucine&mdash	ileS
L-isoleucine + ATP + H+  ->  (L-isoleucyl)adenylate + diphosphate	tRNA ligase	ileS
D-ribulose + ATP  ->  ADP + D-ribulose 5-phosphate + H+		
tRNAAla + L-alanine + ATP  ->  L-alanyl-[tRNAAla] + AMP + diphosphate	alanine&mdash	alaS
tRNAAla + L-alanine + ATP  ->  L-alanyl-[tRNAAla] + AMP + diphosphate	tRNA ligase	alaS
tRNAAla + L-alanine + ATP  ->  L-alanyl-[tRNAAla] + AMP + diphosphate	DNA-binding transcriptional repressor	alaS
ATP + D-glycerate  ->  2-phospho-D-glycerate + ADP + H+	glycerate 2-kinase 2	garK
ATP + D-glycerate  ->  2-phospho-D-glycerate + ADP + H+	glycerate 2-kinase 1	garK
ATP + D-glycerate  ->  2-phospho-D-glycerate + ADP + H+	glycerate 2-kinase 2	glxK
ATP + D-glycerate  ->  2-phospho-D-glycerate + ADP + H+	glycerate 2-kinase 1	glxK
a uridine34 in tRNA + a [tRNA-uridine 2-sulfurtransferase]-S-sulfanyl-L-cysteine + ATP + reduced two electron carrier  ->  a 2-thiouridine34 in tRNA + a [tRNA-uridine 2-sulfurtransferase]-L-cysteine + AMP + oxidized electron carrier + diphosphate + H+	tRNA-specific 2-thiouridylase	mnmA
ATP + UTP + L-glutamine + H2O  ->  ADP + CTP + L-glutamate + phosphate + 2 H+	CTP synthetase	pyrG
D-allopyranose + ATP  ->  aldehydo-D-allose 6-phosphate + ADP + H+	D-allose kinase	alsK
GMP + ATP  <-->  GDP + ADP	guanylate kinase	gmk
L-aspartate + ATP  ->  L-aspartyl-4-phosphate + ADP	aspartate kinase III	thrA
L-aspartate + ATP  ->  L-aspartyl-4-phosphate + ADP	fused aspartate kinase	thrA
L-aspartate + ATP  ->  L-aspartyl-4-phosphate + ADP	homoserine dehydrogenase 2	thrA
L-aspartate + ATP  ->  L-aspartyl-4-phosphate + ADP	fused aspartate kinase	thrA
L-aspartate + ATP  ->  L-aspartyl-4-phosphate + ADP	homoserine dehydrogenase 1	thrA
L-aspartate + ATP  ->  L-aspartyl-4-phosphate + ADP	aspartate kinase III	metL
L-aspartate + ATP  ->  L-aspartyl-4-phosphate + ADP	fused aspartate kinase	metL
L-aspartate + ATP  ->  L-aspartyl-4-phosphate + ADP	homoserine dehydrogenase 2	metL
L-aspartate + ATP  ->  L-aspartyl-4-phosphate + ADP	fused aspartate kinase	metL
L-aspartate + ATP  ->  L-aspartyl-4-phosphate + ADP	homoserine dehydrogenase 1	metL
L-aspartate + ATP  ->  L-aspartyl-4-phosphate + ADP	aspartate kinase III	lysC
L-aspartate + ATP  ->  L-aspartyl-4-phosphate + ADP	fused aspartate kinase	lysC
L-aspartate + ATP  ->  L-aspartyl-4-phosphate + ADP	homoserine dehydrogenase 2	lysC
L-aspartate + ATP  ->  L-aspartyl-4-phosphate + ADP	fused aspartate kinase	lysC
L-aspartate + ATP  ->  L-aspartyl-4-phosphate + ADP	homoserine dehydrogenase 1	lysC
2-hydroxy-dATP + H2O  ->  2-hydroxy-dAMP + diphosphate + H+	5-hydroxy-CTP diphosphatase	nudG
dGTP + 2 hydroxyl radical  ->  8-oxo-dGTP + H2O		
pyruvate + ATP + H2O  <-->  phosphoenolpyruvate + AMP + phosphate + 2 H+	phosphoenolpyruvate synthetase	ppsA
formate + GTP + H+  ->  dGTP + CO2 + H2O	anaerobic ribonucleoside-triphosphate reductase	nrdD
ATP  ->  cyclic-AMP + diphosphate	adenylate cyclase	cyaA
6-deoxy-6-sulfo-D-fructose + ATP  ->  6-deoxy-6-sulfo-D-fructose 1-phosphate + ADP + H+	6-deoxy-6-sulfofructose kinase	yihV
tRNAAsn + L-asparagine + ATP  ->  L-asparaginyl-[tRNAAsn] + AMP + diphosphate	asparagine--tRNA ligase	asnS
ATP + 7-carboxy-7-deazaguanine + H+  ->  2-amino-4-oxo-3H,4H,7H-pyrrolo[2,3-d]pyrimidine-5-carboxyadenylate + diphosphate	7-cyano-7-deazaguanine synthase	queC
carbamate + ATP  <-->  carbamoyl phosphate + ADP	catabolic carbamate kinase	allK
carbamate + ATP  <-->  carbamoyl phosphate + ADP	carbamoyl-phosphate synthetase	allK
carbamate + ATP  <-->  carbamoyl phosphate + ADP	glutamine-hydrolyzing	allK
tRNAArg + L-arginine + ATP  ->  L-arginyl-[tRNAArg] + AMP + diphosphate	arginine&mdash	argS
tRNAArg + L-arginine + ATP  ->  L-arginyl-[tRNAArg] + AMP + diphosphate	tRNA ligase	argS
2 ATP + hydrogen carbonate + ammonium  ->  2 ADP + carbamoyl phosphate + phosphate + 2 H+		
thiamine phosphate + ATP  ->  ADP + thiamine diphosphate	thiamine monophosphate kinase	thiL
an L-amino acid + ATP + H+  ->  an adenylated L-amino acid + diphosphate		
5-oxo-L-proline + ATP + 2 H2O  ->  L-glutamate + ADP + phosphate + H+	5-oxoprolinase	pxpC
5-oxo-L-proline + ATP + 2 H2O  ->  L-glutamate + ADP + phosphate + H+	5-oxoprolinase	pxpB
5-oxo-L-proline + ATP + 2 H2O  ->  L-glutamate + ADP + phosphate + H+	5-oxoprolinase	pxpA
a nucleoside diphosphate + ATP  ->  a nucleoside triphosphate + ADP	nucleoside diphosphate kinase	ndk
ATP + UMP  ->  ADP + UDP	UMP kinase	pyrH
2 ATP + hydrogen carbonate + ammonia  ->  2 ADP + carbamoyl phosphate + phosphate + H+	carbamoyl-phosphate synthetase	carB
2 ATP + hydrogen carbonate + ammonia  ->  2 ADP + carbamoyl phosphate + phosphate + H+	glutamine-hydrolyzing	carB
2 ATP + hydrogen carbonate + ammonia  ->  2 ADP + carbamoyl phosphate + phosphate + H+	carbamoyl-phosphate synthetase	carA
2 ATP + hydrogen carbonate + ammonia  ->  2 ADP + carbamoyl phosphate + phosphate + H+	glutamine-hydrolyzing	carA
dGTP + H2O  ->  2'-deoxyguanosine + triphosphate	dGTP triphosphohydrolase	dgt
L-phenylalanine + ATP + H+  ->  (L-phenylalanyl)adenylate + diphosphate	phenylalanine&mdash	pheS
L-phenylalanine + ATP + H+  ->  (L-phenylalanyl)adenylate + diphosphate	tRNA ligase	pheS
L-phenylalanine + ATP + H+  ->  (L-phenylalanyl)adenylate + diphosphate	phenylalanine&mdash	pheT
L-phenylalanine + ATP + H+  ->  (L-phenylalanyl)adenylate + diphosphate	tRNA ligase	pheT
tRNAser + L-serine + ATP  ->  L-seryl-[tRNAser] + AMP + diphosphate	serine&mdash	serS
tRNAser + L-serine + ATP  ->  L-seryl-[tRNAser] + AMP + diphosphate	tRNA ligase	serS
L-aspartate + IMP + GTP  ->  adenylosuccinate + GDP + phosphate + 2 H+	adenylosuccinate synthetase	purA
molybdopterin synthase sulfur carrier subunit + ATP + H+  ->  carboxy-adenylated [molybdopterin-synthase sulfur-carrier protein subunit] + diphosphate	molybdopterin synthase adenylyltransferase	moaD
